frame,timestamp,player_1_x_pixel,player_1_y_pixel,player_1_x_meter,player_1_y_meter,player_1_kp_left_shoulder_x,player_1_kp_left_shoulder_y,player_1_kp_right_shoulder_x,player_1_kp_right_shoulder_y,player_1_kp_left_elbow_x,player_1_kp_left_elbow_y,player_1_kp_right_elbow_x,player_1_kp_right_elbow_y,player_1_kp_left_wrist_x,player_1_kp_left_wrist_y,player_1_kp_right_wrist_x,player_1_kp_right_wrist_y,player_1_kp_left_hip_x,player_1_kp_left_hip_y,player_1_kp_right_hip_x,player_1_kp_right_hip_y,player_1_kp_left_knee_x,player_1_kp_left_knee_y,player_1_kp_right_knee_x,player_1_kp_right_knee_y,player_1_kp_left_ankle_x,player_1_kp_left_ankle_y,player_1_kp_right_ankle_x,player_1_kp_right_ankle_y,player_2_x_pixel,player_2_y_pixel,player_2_x_meter,player_2_y_meter,player_2_kp_left_shoulder_x,player_2_kp_left_shoulder_y,player_2_kp_right_shoulder_x,player_2_kp_right_shoulder_y,player_2_kp_left_elbow_x,player_2_kp_left_elbow_y,player_2_kp_right_elbow_x,player_2_kp_right_elbow_y,player_2_kp_left_wrist_x,player_2_kp_left_wrist_y,player_2_kp_right_wrist_x,player_2_kp_right_wrist_y,player_2_kp_left_hip_x,player_2_kp_left_hip_y,player_2_kp_right_hip_x,player_2_kp_right_hip_y,player_2_kp_left_knee_x,player_2_kp_left_knee_y,player_2_kp_right_knee_x,player_2_kp_right_knee_y,player_2_kp_left_ankle_x,player_2_kp_left_ankle_y,player_2_kp_right_ankle_x,player_2_kp_right_ankle_y,ball_x,ball_y,is_wall_hit,is_racket_hit,racket_hit_player_id,wall_hit_x_pixel,wall_hit_y_pixel,wall_hit_x_meter,wall_hit_y_meter,is_rally_frame,rally_id,stroke_type,shot_type,shot_direction,shot_depth
0,0.0,333.4902562517083,718.0817545914499,1.442297285161533,9.490114031448257,342.24639892578125,680.5560913085938,333.1527099609375,646.4168701171875,350.6769714355469,720.0,336.7295837402344,659.45703125,320.7609558105469,720.0,303.7679443359375,661.1161499023438,355.0353698730469,720.0,351.27874755859375,720.0,309.09661865234375,720.0,315.79046630859375,692.66552734375,319.9532470703125,720.0,320.0426025390625,699.44921875,552.2480864660052,623.3910842353681,2.5882733292381364,8.487880441805451,531.7042236328125,421.24273681640625,576.8241577148438,420.1583557128906,521.6082153320312,462.86248779296875,586.4842529296875,456.5292053222656,518.3773193359375,489.5611572265625,569.7933349609375,461.8220520019531,538.076171875,491.2589111328125,569.7244262695312,489.55596923828125,532.2650146484375,546.5230102539062,565.7373657226562,541.2484741210938,536.0953979492188,604.3013916015625,571.4189453125,593.718505859375,59.0,143.0,False,False,-1,,,,,True,0,,,,
1,0.016666666666666666,333.9925607703498,718.1100974940509,1.4452440278644438,9.490374227711428,343.2153625488281,678.684326171875,333.5009460449219,647.2000732421875,355.41339111328125,720.0,339.06451416015625,663.60791015625,327.9367370605469,720.0,307.2095947265625,666.661865234375,354.5888366699219,720.0,350.6930236816406,720.0,309.8602600097656,720.0,317.4815979003906,695.481689453125,322.7590026855469,720.0,322.100341796875,702.3566284179688,552.1487311386957,623.3855659949684,2.587602380564879,8.487810651727326,531.4974365234375,421.2110900878906,576.5355834960938,419.95062255859375,521.3880004882812,462.8659362792969,586.5725708007812,456.3347473144531,518.4912719726562,489.22747802734375,569.6400146484375,461.8410949707031,537.9515991210938,491.3858642578125,569.5819702148438,489.62005615234375,531.7631225585938,546.6028442382812,565.711669921875,541.2911376953125,535.5330200195312,604.36181640625,571.6273193359375,593.9521484375,59.0,143.0,False,False,-1,,,,,True,0,,,,
2,0.03333333333333333,334.9053103801904,718.1448890402614,1.4505510951425373,9.490695804803313,344.5400085449219,678.869873046875,331.50384521484375,646.9862060546875,374.0697021484375,720.0,337.0474548339844,656.5114135742188,346.7177734375,719.7098999023438,310.8929443359375,665.2083129882812,349.7802734375,720.0,344.5105895996094,720.0,307.46026611328125,719.2053833007812,309.2363586425781,692.6466674804688,317.7994079589844,713.361083984375,313.6495056152344,696.7195434570312,551.9561810334892,623.3739853034975,2.5863010186339244,8.487664294033275,531.0711059570312,421.1015625,576.2533569335938,419.70263671875,520.8361206054688,462.9844665527344,586.456787109375,456.1749267578125,518.4560546875,489.0238037109375,569.9689331054688,462.2522277832031,537.5379028320312,491.62200927734375,569.3021850585938,489.9041748046875,530.986572265625,546.4228515625,565.675048828125,541.6654663085938,534.7515869140625,604.0692749023438,571.5455322265625,594.7886962890625,59.0,143.0,False,False,-1,,,,,True,0,,,,
3,0.05,336.1246971574876,718.1600034950934,1.457552006209137,9.490841546704655,347.4691467285156,677.9906005859375,333.58013916015625,646.4351806640625,377.46734619140625,720.0,338.1319580078125,656.1524047851562,353.33544921875,717.2999267578125,313.193115234375,666.356689453125,351.1312561035156,720.0,345.37994384765625,720.0,311.8414001464844,717.0307006835938,311.36798095703125,690.8897705078125,320.0575866699219,710.5472412109375,317.07073974609375,694.1832885742188,551.6838851883966,623.36593421621,2.5844714548915544,8.487560567064593,529.7102661132812,421.07867431640625,575.8720092773438,419.7386474609375,520.1689453125,463.4754333496094,585.7905883789062,457.2502136230469,518.0626831054688,489.198974609375,571.0968017578125,461.1446533203125,536.1466674804688,491.35272216796875,568.9586181640625,489.6947021484375,529.5477294921875,546.8583984375,566.8349609375,542.4285278320312,532.3528442382812,606.9049072265625,572.9722290039062,598.5247802734375,59.0,143.0,False,False,-1,,,,,True,0,,,,
4,0.06666666666666667,337.59614403319245,718.1421397399527,1.4658979942003936,9.490690606498916,349.8719482421875,679.2341918945312,330.8359069824219,646.775390625,378.1755676269531,720.0,335.97235107421875,655.40771484375,358.68182373046875,720.0,310.25421142578125,666.6475219726562,354.27581787109375,720.0,343.94708251953125,720.0,323.43072509765625,717.3941650390625,317.01019287109375,690.2199096679688,329.8092956542969,708.954345703125,319.4267578125,690.450927734375,551.3481395699434,623.3893115725585,2.582258348140506,8.487846142808246,530.4655151367188,420.65264892578125,575.036376953125,419.8602600097656,520.2574462890625,462.04901123046875,586.1520385742188,456.6831970214844,518.2705688476562,487.3310852050781,569.7525024414062,461.31561279296875,537.2512817382812,491.0965576171875,568.691650390625,489.8297119140625,529.19873046875,545.51025390625,565.3259887695312,541.846435546875,533.1346435546875,603.7867431640625,571.7517700195312,596.4069213867188,59.0,143.0,False,False,-1,,,,,True,0,,,,
5,0.08333333333333333,339.2899975293355,718.0911749412901,1.4754205258672517,9.490241500368052,351.4669189453125,678.2879028320312,328.5964050292969,646.3244018554688,381.2607727050781,720.0,332.8117980957031,653.0086059570312,363.3831481933594,720.0,308.7949523925781,663.56689453125,354.32965087890625,720.0,341.2689208984375,720.0,326.66766357421875,716.868408203125,315.00311279296875,691.5343627929688,332.98089599609375,708.213623046875,317.2717590332031,692.6302490234375,550.9615407864337,623.4799097239409,2.5797918654435263,8.488965645981553,530.0433959960938,420.35528564453125,574.1644897460938,420.1017761230469,519.7294311523438,460.3554992675781,586.571044921875,456.1988830566406,516.9493408203125,485.039794921875,570.6829223632812,460.7789611816406,537.0087890625,490.6236572265625,568.0889282226562,489.62353515625,528.1678466796875,544.8588256835938,564.9778442382812,541.6258544921875,532.2423095703125,603.4224853515625,571.7614135742188,596.716552734375,47.0,143.0,False,False,-1,,,,,True,0,,,,
6,0.1,341.1416719850111,718.0093664173928,1.4857589910276081,9.489513997714418,352.73699951171875,678.5744018554688,330.7220764160156,646.3421020507812,387.75347900390625,720.0,334.38031005859375,651.1187744140625,372.8802490234375,720.0,309.0906066894531,659.9993286132812,355.6761169433594,720.0,343.4678039550781,720.0,328.53033447265625,715.6577758789062,316.6616516113281,690.412353515625,335.5259704589844,707.4033813476562,317.230712890625,691.9766235351562,550.5304582579342,623.6552856054773,2.5771376043287093,8.491136775070819,529.6821899414062,420.5247802734375,573.61865234375,420.1141662597656,519.350341796875,460.35101318359375,586.1373901367188,456.0325622558594,516.20458984375,485.24627685546875,569.8604736328125,461.09063720703125,536.6854858398438,490.48492431640625,567.7678833007812,489.46710205078125,526.5504150390625,544.8026123046875,564.42041015625,541.7151489257812,531.094970703125,603.305908203125,572.3668823242188,597.19384765625,35.0,141.0,False,False,-1,,,,,True,0,,,,
7,0.11666666666666667,343.05071560066494,717.8999548187,1.4963503059280934,9.488536660484723,354.6617736816406,678.0291137695312,330.8869934082031,645.1943359375,394.1304931640625,720.0,333.3962707519531,648.085205078125,381.8760986328125,720.0,308.5738525390625,655.8710327148438,356.0492858886719,720.0,342.8176574707031,720.0,330.6636657714844,715.2354736328125,316.85736083984375,690.2393798828125,338.5591125488281,706.76953125,317.12054443359375,692.0955200195312,550.0496826305042,623.9023287010489,2.5742452686560435,8.494195458118678,529.4788818359375,420.5757751464844,573.5054931640625,420.1724853515625,518.9307250976562,460.4139404296875,585.6234741210938,456.2117004394531,515.4861450195312,485.4558410644531,570.0054931640625,460.9347229003906,536.2391357421875,490.51220703125,567.4728393554688,489.46844482421875,525.6900024414062,545.2564697265625,564.2681884765625,541.88818359375,529.9093017578125,603.818603515625,572.416015625,597.2482299804688,76.55555555555556,151.88888888888889,False,False,-1,,,,,True,0,,,,
8,0.13333333333333333,344.94842144450456,717.7818044250756,1.506854337639514,9.487480037364135,356.474609375,676.6399536132812,332.5490417480469,644.0283203125,395.64837646484375,720.0,333.4833984375,645.2403564453125,387.6365661621094,719.50146484375,309.908203125,653.8269653320312,356.365966796875,720.0,343.1423034667969,720.0,332.64453125,714.861083984375,317.7257080078125,689.4526977539062,339.8092346191406,706.1701049804688,319.4145812988281,690.9459838867188,549.4886805718321,624.1977193229136,2.5708833685066765,8.497849575534891,529.0569458007812,421.1148376464844,573.0093994140625,420.3990173339844,518.4351196289062,460.6704406738281,585.5199584960938,456.1444091796875,515.0217895507812,485.95892333984375,569.6593627929688,460.923828125,536.1166381835938,490.6947021484375,567.3441772460938,489.4615478515625,524.9127197265625,545.3621215820312,564.0718383789062,541.4931640625,528.5936279296875,603.74658203125,572.67041015625,596.4922485351562,118.11111111111111,162.77777777777777,False,False,-1,,,,,True,0,,,,
9,0.15,346.84634687037436,717.6968702362761,1.5174512681892434,9.486724510614977,358.2268371582031,670.0791625976562,336.42041015625,641.2897338867188,395.68316650390625,720.0,340.1890869140625,651.592041015625,385.1953430175781,716.5668334960938,314.7451171875,653.7754516601562,362.39019775390625,720.0,351.2762145996094,720.0,325.987548828125,710.828125,321.2619934082031,687.9483032226562,344.65521240234375,709.5750122070312,331.3966369628906,695.8344116210938,548.785423563975,624.5367574755527,2.5666350239319384,8.502037080171029,528.5013427734375,420.82421875,572.5888671875,420.2137451171875,517.427734375,460.66363525390625,584.23779296875,455.65283203125,513.1995239257812,486.5643310546875,568.1627807617188,462.69451904296875,534.6183471679688,492.178466796875,566.051513671875,491.05230712890625,520.2964477539062,545.0707397460938,564.9548950195312,542.2666015625,525.1961059570312,605.1474609375,571.9188232421875,598.24462890625,159.66666666666669,173.66666666666669,False,False,-1,,,,,True,0,,,,
